transaction_id,timestamp,account_id,device_id,ip_address,ip_subnet,pincode,sku_id,amount,payment_method,transaction_status,fraud_label,event_type,account_tx_count_1h,device_tx_count_1h,ip_subnet_tx_count_1h
txn_000001,2026-01-05T00:00:08,acc_0547,dev_0652,103.12.1.145,103.12.1.0/24,302017,sku_1006,415.68,UPI,success,0,legitimate_purchase,1,1,1
txn_000002,2026-01-05T00:08:17,acc_0805,dev_0951,14.139.1.205,14.139.1.0/24,160036,sku_1014,719.13,UPI,success,0,legitimate_purchase,1,1,1
txn_000003,2026-01-05T00:09:48,acc_0135,dev_0165,14.139.1.74,14.139.1.0/24,160036,sku_1012,537.88,UPI,success,0,legitimate_purchase,1,1,2
txn_000004,2026-01-05T00:35:43,acc_0240,dev_0293,49.34.10.193,49.34.10.0/24,380015,sku_1006,1094.31,UPI,success,0,legitimate_purchase,1,1,1
txn_000005,2026-01-05T02:07:51,acc_0391,dev_0465,103.86.30.214,103.86.30.0/24,560076,sku_1013,228.29,card,success,0,legitimate_purchase,1,1,1
txn_000006,2026-01-05T02:08:56,acc_0464,dev_0552,103.86.30.186,103.86.30.0/24,560066,sku_1001,449.93,UPI,failed,0,legitimate_purchase,1,1,2
txn_000007,2026-01-05T02:53:44,acc_0152,dev_0187,103.50.11.60,103.50.11.0/24,400102,sku_1019,2071.94,UPI,success,0,legitimate_purchase,1,1,1
txn_000008,2026-01-05T04:06:25,acc_0426,dev_0506,103.93.1.196,103.93.1.0/24,226010,sku_1001,336.91,UPI,success,0,legitimate_purchase,1,1,1
txn_000009,2026-01-05T04:32:01,acc_0103,dev_0126,117.192.2.190,117.192.2.0/24,600042,sku_1034,887.63,UPI,success,0,legitimate_purchase,1,1,1
txn_000010,2026-01-05T04:42:44,acc_0731,dev_0863,103.12.1.62,103.12.1.0/24,302001,sku_1018,2003.28,UPI,success,0,legitimate_purchase,1,1,1
txn_000011,2026-01-05T05:24:49,acc_0215,dev_0262,103.88.2.8,103.88.2.0/24,411001,sku_1034,531.25,card,success,0,legitimate_purchase,1,1,1
txn_000012,2026-01-05T05:30:06,acc_0485,dev_0579,103.50.11.128,103.50.11.0/24,400001,sku_1019,1056.87,card,success,0,legitimate_purchase,1,1,1
txn_000013,2026-01-05T05:37:05,acc_0521,dev_0621,103.12.1.59,103.12.1.0/24,302001,sku_1001,641.61,UPI,success,0,legitimate_purchase,1,1,2
txn_000014,2026-01-05T06:12:21,acc_0892,dev_1055,117.216.1.65,117.216.1.0/24,682001,sku_1004,349.46,UPI,success,0,legitimate_purchase,1,1,1
txn_000015,2026-01-05T06:33:48,acc_0892,dev_1055,117.216.1.168,117.216.1.0/24,682001,sku_1031,7217.06,UPI,success,0,legitimate_purchase,2,2,2
txn_000016,2026-01-05T06:51:41,acc_0613,dev_0727,103.210.20.196,103.210.20.0/24,380001,sku_1003,343.68,UPI,success,0,legitimate_purchase,1,1,1
txn_000017,2026-01-05T07:09:47,acc_0507,dev_0605,103.240.1.22,103.240.1.0/24,380001,sku_1041,2318.84,UPI,success,0,legitimate_purchase,1,1,1
txn_000018,2026-01-05T07:16:25,acc_0295,dev_0355,103.210.20.218,103.210.20.0/24,500001,sku_1005,375.33,UPI,success,0,legitimate_purchase,1,1,2
txn_000019,2026-01-05T07:20:31,acc_0120,dev_0146,49.34.10.194,49.34.10.0/24,226001,sku_1044,3207.33,wallet,success,0,legitimate_purchase,1,1,1
txn_000020,2026-01-05T07:20:58,acc_0154,dev_0190,117.216.1.70,117.216.1.0/24,560001,sku_1010,292.62,wallet,success,0,legitimate_purchase,1,1,2
txn_000021,2026-01-05T07:42:13,acc_0230,dev_0281,117.192.2.165,117.192.2.0/24,600096,sku_1005,255.21,UPI,success,0,legitimate_purchase,1,1,1
txn_000022,2026-01-05T07:44:44,acc_0563,dev_0670,103.50.11.82,103.50.11.0/24,400070,sku_1019,2540.66,UPI,success,0,legitimate_purchase,1,1,1
txn_000023,2026-01-05T07:50:39,acc_0275,dev_0332,103.240.1.169,103.240.1.0/24,380054,sku_1002,615.92,netbanking,success,0,legitimate_purchase,1,1,2
txn_000024,2026-01-05T07:51:50,acc_0875,dev_1036,103.93.1.141,103.93.1.0/24,226021,sku_1009,311.63,UPI,success,0,legitimate_purchase,1,1,1
txn_000025,2026-01-05T07:54:45,acc_0426,dev_0506,103.93.1.221,103.93.1.0/24,226010,sku_1003,417.62,UPI,success,0,legitimate_purchase,1,1,2
txn_000026,2026-01-05T07:55:01,acc_0782,dev_0924,103.88.1.21,103.88.1.0/24,411057,sku_1002,549.6,UPI,success,0,legitimate_purchase,1,1,1
txn_000027,2026-01-05T07:56:18,acc_0443,dev_0525,103.50.11.162,103.50.11.0/24,400050,sku_1039,969.77,UPI,success,0,legitimate_purchase,1,1,2
txn_000028,2026-01-05T07:58:52,acc_0694,dev_0821,157.48.10.109,157.48.10.0/24,110016,sku_1027,6694.71,netbanking,success,0,legitimate_purchase,1,1,1
txn_000029,2026-01-05T08:02:58,acc_0656,dev_0778,203.197.1.5,203.197.1.0/24,700032,sku_1018,1217.5,UPI,success,0,legitimate_purchase,1,1,1
txn_000030,2026-01-05T08:15:44,acc_0360,dev_0432,103.93.1.156,103.93.1.0/24,226021,sku_1029,4422.37,card,success,0,legitimate_purchase,1,1,3
txn_000031,2026-01-05T08:24:10,acc_0711,dev_0841,103.50.10.233,103.50.10.0/24,400092,sku_1007,853.23,UPI,success,0,legitimate_purchase,1,1,1
txn_000032,2026-01-05T08:24:54,acc_0825,dev_0975,203.197.1.82,203.197.1.0/24,700091,sku_1001,498.5,wallet,success,0,legitimate_purchase,1,1,2
txn_000033,2026-01-05T08:26:47,acc_0241,dev_0295,49.205.1.122,49.205.1.0/24,500081,sku_1002,693.62,card,success,0,legitimate_purchase,1,1,1
txn_000034,2026-01-05T08:28:17,acc_0758,dev_0896,122.160.1.110,122.160.1.0/24,110024,sku_1024,2399.39,UPI,success,0,legitimate_purchase,1,1,1
txn_000035,2026-01-05T08:30:23,acc_0301,dev_0363,103.240.1.190,103.240.1.0/24,380001,sku_1009,234.5,UPI,success,0,legitimate_purchase,1,1,2
txn_000036,2026-01-05T08:32:54,acc_0368,dev_0440,203.197.2.181,203.197.2.0/24,700001,sku_1014,449.34,UPI,success,0,legitimate_purchase,1,1,1
txn_000037,2026-01-05T08:45:12,acc_0377,dev_0451,49.34.10.71,49.34.10.0/24,400092,sku_1008,609.78,UPI,declined,0,legitimate_purchase,1,1,1
txn_000038,2026-01-05T08:52:43,acc_0459,dev_0546,122.160.2.95,122.160.2.0/24,110024,sku_1009,310.57,UPI,success,0,legitimate_purchase,1,1,1
txn_000039,2026-01-05T08:55:12,acc_0033,dev_0039,122.160.1.50,122.160.1.0/24,110085,sku_1036,809.85,UPI,success,0,legitimate_purchase,1,1,2
